путь,категории_ПДн,количество_находок,УЗ,формат_файла
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_364.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\a\zza27d00\2075165787.tif,биометрические:1,1,УЗ-2,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\374313_original.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\IMG_20190203_185737_814-5c6fd93b5435a__700.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Свидетельство 38.04.04.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\ОС_07.03.04.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\366424_original.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prikaz-1678.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P285-OD_24_10_2017_0.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_340.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\Доки\%D0%92.%D0%90.-%D0%9E%D1%80%D0%BB%D0%BE%D0%B2%D1%83-%D0%BE%D1%82-%D0%90.%D0%98.-%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%BE%D0%B2%D0%B0.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\R469_15.05.2024.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_125.html,обычные:1,1,УЗ-4,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\f6aa8b15a2decef9be8a424c2f0fc38d.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\33770_1000.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_268.html,"обычные:2, государственные:2",4,УЗ-2,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\38.04.01_Economics.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\24.11.2020 - форма заявления на участие в конкурсе.docx,обычные:1,1,УЗ-4,docx
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\12013_900.jpg,биометрические:3,3,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\95608931-14438121-image-a-60_1740580936889.jpg,биометрические:16,16,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prikaz 183-ОД.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П-606_18_04_2019.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Свидетельство 42.04.02.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\y\zzy52e00\2056599150.tif,нет,0,нет ПДн,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Pravila_priema_2025_v_SGUGiT_Bakalavriat_Specialitet.pdf,"обычные:5, биометрические:1, специальные:1",7,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\45.04.01_komm.pdf,"обычные:3, специальные:1",4,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\27.04.06.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\366873_original.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\616888_800.png,биометрические:5,5,УЗ-1,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\525.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\9322_900.gif,нет,0,нет ПДн,gif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Management%20advances%20in%20hospitality.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\1369589_original.png,биометрические:9,9,УЗ-1,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\kreativ_ind.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%91%D1%83%D1%85%D0%B3%D0%B0%D0%BB%D1%82%D0%B5%D1%80.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\ОС_03.03.02.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\356100_original.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\120401_M_3_12102017.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\14440115_original.jpg,биометрические:5,5,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Course%20syllabus_Soviet%20Science%20and%20Science%20in%20Modern%20Russia_2022.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_472.html,"обычные:10, государственные:2, биометрические:1, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Course%20Syllabus%20(Vocational%20Training%20Technologies).pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\a\zza00d00\50308888-8889.tif,нет,0,нет ПДн,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\x\zzx90a00\0060062976.tif,биометрические:1,1,УЗ-2,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_307.html,"обычные:11, государственные:2, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P_6_OD_ABiB.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\1000820_600.jpg,биометрические:5,5,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\4614_800.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_338.html,"обычные:11, государственные:2, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\samoobsled_2024.pdf,"обычные:32, биометрические:1, специальные:1",34,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\2024-1.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Выписка из реестра ГА 06.05.01 06.05.02.pdf,"обычные:2, государственные:2",4,УЗ-2,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_229.html,"обычные:10, государственные:1, специальные:1",12,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\AIC-DSU_CONTENT.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%A0%D0%90%D0%A1_95-%D1%80%20%D0%9F%D1%80%D0%B5%D1%81%D1%82%D0%B8%D0%B6%20%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%BE%D0%B4%D0%B0%D1%82%D0%B5%D0%BB%D0%B0%D0%B5%D0%B9.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\upr_kiber.pdf,обычные:4,4,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_207.html,"обычные:10, государственные:2, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\050406_M_3_22082020.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_150.html,обычные:1,1,УЗ-4,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П167-ОД_10.04.2025.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П-199_20_02_2019.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prot3_11.03.2025.pdf,"обычные:5, государственные:129, специальные:1",135,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_250.html,обычные:1,1,УЗ-4,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Rasporiagenie-1129-p_Application-sample.rtf,обычные:1,1,УЗ-4,rtf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\vesna_fizfak.docx,обычные:5,5,УЗ-3,docx
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\ist_isk.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П2274 АБИМ.pdf,специальные:1,1,УЗ-2,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%9F%D0%BE%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5_2025_%D0%A3%D1%82%D0%B2%D0%B5%D1%80%D0%B6%D0%B4%D0%B5%D0%BD%D0%BE_%D0%9E%D1%80%D0%B3%D0%BA%D0%BE%D0%BC%D0%B8%D1%82%D0%B5%D1%82%D0%BE%D0%BC.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\psih_obr.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Area%20studies%20and%20tourist%20destinations.pdf,обычные:3,3,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_126.html,нет,0,нет ПДн,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_192.html,"обычные:10, государственные:1, специальные:1",12,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\МН-3_6629 Для сайта.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\977216_600.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\FCP_competitions-notice.rtf,обычные:1,1,УЗ-4,rtf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\090301_B_3_12102017.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Договор.docx,"обычные:7, государственные:1, платёжные:1, специальные:1",10,УЗ-1,docx
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\20120518_D212-208-10_01-04-03_TimoshenkoPE.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Planes_Aula_Hispánica_2016_rus_osen.doc,нет,0,нет ПДн,doc
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\49PSMN519.pdf,"обычные:17, государственные:1, специальные:1",19,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\360764_original.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P812_18.04.2024.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\10725_900.png,биометрические:1,1,УЗ-2,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Паспорта доступности_1.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_282.html,"обычные:11, государственные:2, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%A0%D0%90%D0%A1_95-%D1%80%20%D0%9F%D1%80%D0%B5%D1%81%D1%82%D0%B8%D0%B6%20%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%BE%D0%B4%D0%B0%D1%82%D0%B5%D0%BB%D0%B5%D0%B9.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\44.03.01_ОС_ПО_compressed.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\01.04.02.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\sved_o_d_f_u_2014.docx,"обычные:6, специальные:1",7,УЗ-1,docx
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П295-ОД_Платные образовательные услуги.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_70.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\320900_1000.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П166-ОД 40.04.01_0.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Изм в устав 2020 с отметкой налоговой.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\633644_1000.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\gidrolog.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\5d97c.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\140408_800.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П1364 54.03.02 ДПИ.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\10.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Pologenie_ob_ISiR-YUFU.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\5553_2000.jpg,биометрические:5,5,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prikaz-1724.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\geo_ino.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\p37-od2015.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\620410_600.png,биометрические:8,8,УЗ-1,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\11199_2000.png,биометрические:3,3,УЗ-2,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\631266_1000.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Life%20safety.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Urban_Design.pdf,обычные:4,4,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\14465282_original.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\00860-PRONTUARIO_Difusion_Digital.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_280.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Копия Сведения о доходах ректора ФГАОУ ВО ЮФУ 2021г.xls,обычные:6,6,УЗ-3,xls
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_269.html,обычные:1,1,УЗ-4,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\75e04730e60ee7c22e590e647ab7b1f2.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\00175-Seguimiento-al-Programa-Anual-de-Disposicion-Final-de-Bienes-Muebles-no-utiles-2024.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%A0502%20%D0%A4%D1%80%D0%BE%D0%BD%D1%82%D0%B8%D1%80%D1%8B%20%D0%BA%D0%B0%D1%80%D1%8C%D0%B5%D1%80%D1%8B.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\rasp_prezRF.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\5.9.2.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Документы партнеров\version-090924.pdf,"обычные:13, государственные:11, платёжные:2",26,УЗ-2,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Course%20Syllabus%20(Preparation%20of%20Scientific%20Publications).pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Приказ от 01.04.2025 2471-ок.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\rating_izmentniya_2023.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\compress_pdf.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Свидетельство 40.04.01_Уголовная юстиция.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\334292_original.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\11734_900.jpg,биометрические:1,1,УЗ-2,jpg
